plate,review_reason_code,customer_meaning,reviewer_comments,status
KIWI 818,2,PERSONAL FAMILY,818 AREA CODE,N
PIMMPNN,1,VERY CLEAN NICE LOOKING AUTO.,PIMPIN,N
VANYA G,2,"GOD'S BLESSING, (DAUGHER'S NAME, FIRST CHILD)",G.. CUSTOMER LAST INITIAL IS G,N
805 HAUL,2,805HAUL,805 AREA CODE,N
PMS$LFE,2,INITIALS FOR BUSINESS: PROFESSIONAL MEDICAL SPECIALTIES,PMS PRE MENSTRUAL LIFE??,Y
ROC &RED,2,NICKNAME AND COLOR OF CAR,ROCKSTAR RED,Y
DIVABLZ,1,I SING THE BLUES PROFESSIONALLY IN MULTIPLE BAY AREA BANDS.,DIVA BLZ LOOKS LIKE BALLS,N
DYCEKUP,1,I MANUFACTURE DICE CUPS,CAN NOT TRANSLATE,Y
DAMSRT8,3,DESTROY ALL MUSTANGS,DAM SRT… LOOKS LIKE DAMN STRAIGHT AT A QUICK GLANCE,N
DNGR GPA,2,DNGR = GRANDSON'S NAME GPA= GRANDFATHER (PA),DANGER GRANDPA?,Y
JJDAM73,3,INITIALS AND DATE OF BIRTH,DAMN. SHAORT FOR HIS LAST NAME DAMBROSIO,N
MAXXKAT,1,FIRST NAMES MIXED TOGETHER,"no cat car, customer is Maxim and wife is Kathleen",Y
MYED2O9,2,MY ED-209. A REFERENCE TO TO THE DROID IN THE MOVIE ROBOCOP.,"customer meaning is true (Robocop), pulled because 209  is an area code (Stockton) but customer lives in Oceanside",N
PNTR8RS,1,PANTHER TRAILERS. MOTORHOME IS A 2001  SAFARI PANTHER,has a Safari motorhome (it's not a trailer) and this looks like 'panty raiders',Y
SED8N RN,2,SEDATING RN,SEDATING NURSE. questioning because of 'sedating',N
RYDAME,1,NOT ON QUICKWEB YET,ride me? a m/c,N
TCTA69,1,NOT ON QUICKWEB YET,no 1969 on ani,N
BLDNGUT,2,TRAUMA SURGEON (BLOOD AND GUT),BLOOD AND GUT,N
BYRNER,2,NICKNAME,BURNER,N
DMIRISH,3,HUSBANDS NAME,DAMN IRISH,N
DMMDNYL,3,"DMM"" MEANS DIRECTOR OF MEDICAL MANAGEMENT AND ""DNYL"" IS MY NAME DANIEL",DAMN DANIEL,N
DORF RN,2,NICKNAME AND CAREER,DWARF NURSE,N
D ROK818,2,DANIEL ROCKS MY AREA CODE,818 AREA CODE,N
DTH E8ER,2,SCREEN NAME,DTH E8ER DEATH EATER,N
D849O21,6,NOTHING JUST SOMETHING RANDOM YET SIMPLE,LOOK A LIKE,N
EUROTIC,1,ANOTHER TERM FOR EUROPAN AND EXOTIC CARS,EURO EROTIC,Y
FLIP 76O,2,"MY NAME IS PHILIP, AND MY NICKNAME IS FLIP. MY CAR IS A 1990 VOLVO 760T. FLIP FROM MY NAME AND THE 760 FROM MY CAR.",760 AREA CODE,Y
HUF4RTD,2,HAVE UNWAVERING FAITH (4) RESPECT THE DAY,WHO FARTED,N
I 707 I,2,707 HORSE POWER,707 AERA CODE,Y
MK65O,2,INITIALS AND MODEL,650 AREA CODE,Y
N93OJF,6,THIS IS THE FAA TAIL NUMBER ON MY PRIVATE PLANE. PLEASE CENTER THESE 6 CHARACTERS ON THE PLATE! THANKS,LOOKS LIKE LEGACY SEQ.,N
OQOQ888,6,MY GRANDFATHER INITIAL AND 3 8'S REPRESENT MY LUCKY NUMBER,LOOKS LIKE ALL DIGITS,N
OQQQOQQ,6,NONE,LOOKS LIKE ALL DIGITS,N
P2729O5,6,BIRTHDATES OF FAMILY MEMBERS,LOOK A LIKE,N
REDCUBN,2,I HAVE RED HAIR AND AM CUBAN,RED CUBAN,Y
SEXY A5,1,GOOD LOOKING AUDI,LOOKS LIKE SECY AS,N
TRAMP 1,1,MY DOG,TRAMP,N
1ST MSLE,2,1ST MUSCLE CAR,1ST MISSILE,N
2BIG 4UA,1,MY 10 YEAR OLD SON CAME UP WITH THAT DUE TO THE FACT THAT I HAVE A,TOO BIG FOR YOU AYE?,N
4335OR1,6,NO SPESIAL MEANING,LOOKS LIKE A COMMERCIAL,N
9549OY1,6,MY SILVERADO PLATE NUMBER,LOOKS LIKE A COMMERCIAL,N
MAKE $,1,I AM A THERAPIST WHO HELP PEOPLE CREATE BETTER RELATIONSHIPS AND THIS PLATE SYMBOLIZES MY LIFE WORK,MAKE LOVE,N
DRF4LFE,2,DIRT ROAD FANATIC FOR LIFE,DWARF FOR LIFE,Y
JST 1 PMP,1,JUST 1 PUMP,JUST ONE PIMP JUST ONE PUMP,N
SNO BNZ,2,LAST NAME AND VEHICLE TYPE,SNOW BUNNIES OR SNO BENZ,N
BLSMBIL,1,blues mobile' designation from 'blues brothers' movie,balls,Y
CCBOOM,2,ccboom is my nickname,boom as in explosion,N
DTH BELO,2,"death from below, a united states navy submarine force saying",death below,N
HAIL53O,2,daughters name is hailey and her birthday,"530is area code for woodland, ca",N
OO DANGG,3,oh dang' dang is my last name haha,dang=euphemism for damn. Is customer last name,N
PORKYYY,2,nickname,insulting,N
USA GOV,5,name,could be misconstrued as a government car,N
$4SLAYR,2,love for the band slayer,"pulled for slayer, but it is a band",N
DOMECEO,1,Dome Printing Chief Executive Officer,"do me or Dome, it IS a local business",Y
DOMECFO,1,Dome Printing Chief Financial Officer,"do me or Dome, it IS a local business",Y
DOMECOO,1,Dome Printing Chief Operating Officer,"do me or Dome, it IS a local business",Y
DOMECSO,1,Dome Printing Chief Sales Officer,"do me or Dome, it IS a local business",Y
SO SWAT,5,I was a member of SWAT team,law enforcement… cop,N
STANC4D,3,"after my dog's name Stan, celebrating his 4th birthday",stank Ford (stank=whorish and trashy) but has a subaru and porsche on ani… not out with an A,N
ANALE5O,1,ANALE IS MY FIRST NAME. 1950 IS MY BIRTH YEAR,ANAL…CUSTOMERS NAME IS ANALE,N
BLZN 69,7,BLAZING 1969. FOR 1969 DODGE CHARGER,SAME AS ABOVE. HAS A '69 VEHICLE,N
MSKK53O,7,MY NAME'S INITIAL,530 AREA CODE. LIVES IN BALDWIN PARK,N
N THE8O5,7,LIVING IN THE AREA 805,805 IS THEIR AREA CODE,N
JSKRR69,1,MY INITIALS. ABBREVIATION OF THE CAR AND THE YEAR I WAS BORN.,NO '69 VEHICLE,N
LTEUMUP,7,"THIS IS A GREAT PLATE THAT HAS 2 MEANINGS, GOING ON OUR 74 DUSTER CAR, MEANS BURN RUBBER, 2ND OUR SON PLAYS COLLEGE FOOTBALL MEANS LIGHT UP THE SCORE BOARD OR BEAT THEM.",LIGHT EM UP- JOINT?,N
M69 JAG,1,MY 1969 JAGUAR,NO 69 CAR,Y
6MOUSE9,1,NICK NAME MOUSE,PULL FOR 69? NO 69 CAR,N
# PHIRT,7,THE SOUND OF A WORD MY NEPHEW USE TO SAY WHEN HE JUST STARTED TALKING,HAND FART?,N
TDB4ME,3,TWO DUDES BREWING FOR ME,"URBAN DICTIONARY SAYS ""TO DAMN BAD"" 25 UP 12 DOWN",N
DAM 4WD,3,DAVID ALAN MCCLAFFERTY 4 WHEEL DRIVE,DAMN? IT IS HIS INTIALS DAM,N
FISH BYT,1,FISHING,"""FISHBIT"" IS MARKED UNACCEPTABLE",N
MJRSTFY,1,MY NICKNAME,MAJOR STIFFY,N
SKRUGAS,3,WHO NEEDS GAS,SCREW GAS,N
CHZYBNR,7,NICKNAME AND ALSO CORPORATION NAME OF FAMILY BUSINESS,CHEESY BEANER,N
FITETRK,2,FAMILY NAME AND TRUCK,"FIGHT, CUSTOMER LAST NAME IS FITE",N
OIL UP $,1,ESSENTIAL OILS,OIL UP LOVE,N
BLUBRCH,2,NAME OF MY HOME DÉCOR BUSINESS,BLUE,Y
SWMR815,2,COMBINATION OF MY INITOALS MODEL OF VEHICLE AND VEHICLE YEAR,815 AREA CODE,Y
ES323AV,7,EASTERN PART OF LOS ANGELES WITH THE LAST TWO LETTERS BEING MY BROTHERS INITIALS WHO PASSED AWAY,323 WEST COVINA/CUSTOMERS AREA CODE,N
PISSY1,3,MY NEW MERCEDES IS VERY SENSITIVE WITH ALL THE BELLS AND WHISTLES…PISSY.,PISSY,N
VICLITA,1,SMALL SPANISH STYLE BIKE,CLIT. COULDN’T FIND SPELLING,N
BRN BALS,1,NATIONAL FOOTBALL LEAGUE,BROWN BALLS?,N
VANDAMN,3,IT'S ON A VAN AND IM A HUGE FAN OF JEAN CLAUDE,DAMN?,N
6JEO D9,1,"SON'S 1ST NAME AND 2ND LETTER INTIAL AND DATE OF BIRTH, SON'S NAME-JEOVANNI DIAZ DATE OF BIRTH 06/09/2002","""JEO"" IS EATEN IN BOSNIA. NO 69 CAR",N
69 SLAB,1,IT'S A 1969 SLAB SIDE LINCOLN CONTINENTAL,NO 69 CAR,N
MJAY53O,7,MY INTIAL AND MY SON'S NAME,530 YOLO COUNTY AREA CODE,N
MS DAANG,3,MUSTANG,DANG /DAMN?,Y
HEAD PMP,1,"HEAD PUMPERS, ON THE WATER REMOVAL SERVICE",PMP-PIMP?,N
BONEZ69,1,DAD,NO 69 VERIFIED,N
GALXY69,1,1969 FORD GALAXIE 500 CAR,COULDN'T VERIFY 69 VEHCILE.,N
H4NDJO8,1,OLD TIME,HAND JOB,N
SHIRO69,1,WHITE MERCEDES AND MY BIRTHDAY YEAR,COULDN'T VERIFY 69 VEHCILE.,N
51OAGNT,7,"I AM A REALTOR AGENT IN 510, (SAN FRANCISCO EAST BAY)","510, CUSTOMER'S AREA CODE",N
BEVBOX,3,STORE NAME,BOX… BEV'S BOX?,N
RUT KLR,7,SAME AS ABOVE,SAME AS ABOVE,N
SUKHV1R,7,MY HUSBANDS NAME,SUKHVIR IS MARKED UNACCPTABLE,N
BUD 1965,3,pets name and year of vehicle,bud can mean marijuana,N
CANABCH,3,"name of my company: cannabeach, llc",cannabeach is a medical marijuana delivery service,N
DAB BUG,3,dab is bad backwards and it’s a bug,"dabs=bho=butane hash oil, smokable marijuana oil",N
LOSR KDS,2,no quickweb,loser kids or lose your kids,N
LRTD8O5,2,abbreviation for let's ride trackdays 805 is area code,805 area code for Santa Barbara,N
PSYC OP,5,medical helper,"psychological operations, CIA",N
SCHWEED,3,family nickname,weed=marijuana,N
69L46C3,1,for my 1969 L46 corvette. Third gen c3,"no 69 on ani, L46 is a corvette",N
RDTANG,2,road mustang,red?,N
KAJOBX,1,no quickweb,no box car,N
KWAFNST,3,no quickweb,effin,N
WOODYYZ,1,name,no woody car has 2015 chevy p/y but his last name is Woodard,N
2O9 NERD,2,it means that im a nerdy guy that lives in the 209 area code,stockton area code,N
8 UILANI,1,no quickweb,ate you Ilani,N
JANADAM,3,my kids names,damn or Jan and Adam,Y
NKKBRKR,4,NECK BREAKER (SHOW STOPPER),NECK BREAKER?,N
LICKBLZ,1,I OWN A COMPANY THAT MANUFACTURES BALLS.,LICK BALLS,N
SMOK ONE,7,open rear differential-spin on tire,Joint?,N
SSMOKN1,7,SUPER SPORT TRAILBLAZER,SMOKING 1-JOINT?,N
CHUBS69,1,MY SONS NICKNAME AND YEAR OF CAR,NO '69 VEHICLE VERIFIED,N
MTNBUCK,1,MOUNTAIN BUCK,"MOUTING BUCK, OWNERS LAST NAME IS BUCK",Y
TTE9OTT,1,NAME AND CAR MODEL,TT..CUSTOMERS NAME IS NOT IN PLATE CONFIGURATION,Y
65O BOYS,7,MY DIRT BIKE RACING TEAM NAME,CUSTOMERS SAN MATEO AREA CODE,N
916 CHIC,7,BORN IN SACRAMENTO,CUSTOMERS'S AREA CODE,N
DTRTBLU,7,DETROIT BLUE,BLUE.. DETROIT BLUE..LIONS?,Y
BLUE RK,7,BLUE ROAD KING,BLUE,Y
KWEEN BE,3,QUEEN BEE,QUEEN B,N
CNOTT69,1,"INTIAL OF FISRT NAME, AND FIRST FOUR LETTERS OF LAST NAME AND YEAR OF VEHICLE",NO 69 CAR ON RECORD,N
DETH NGL,7,DETHNGL,DEATH? IT IS A BAND IN CONCORD,N
KPTHWDY,1,KAPITAN WOODY,KEEP THE WOODY- WOODY IS A HARD ON,N
3FST5ME,1,I LOVE MEMES,FIST?,N
BEATNGQ,2,"BE EATING YOU FROM THE MOVIE JEEPERS CREEPERS. WE OEN THE ACTUAL MOVIE TRUCK, PLEASE APPROVE THIS  BEATNGU IS ALREADY BEING USED",LOOKS LIKE BEATING YOU,N
BLUE LS3,2,COLOR OF CAR ANF THE MOTROR NAME BY CHEVY,BLUE,Y
BSMOKEY,2,SMOKEY THE BEAR CHARACTER,BE SMOKEY,N
CATSGTO,1,CATHIES GTO,CATS,Y
DRTBAGJ,2,NICKNAME FROM COLLEGE BALL,DIRT BAG J OR DR T BAG J,N
GO 4 PYRO,2,OUR FAMILY HAS 3 GENERATIONS OF PYROTECHNIC OPERATORS AND HAVE BEEN SHOOTING FIREWORKS FOR MORE THAN HALF A DECADE,PYRO  FIRE,N
GP323,2,MY CAR MODEL AND NUMBER,323 AREA CODE,N
REG RIOT,2,NICKNAME,RIOT,N
TL 408,2,408 IS THE TERM FOR AN AMBULANCE TL IS FOR THE TENDERLOIN DISTRICT WHERE I WORK AS A SF CITY PARAMEDIC,408 AREA CODE,N
TOROJO,2,TOROROJO(RED BULL),ROJO MEANS RED,Y
55SMOKR,2,55 CHEVY SMOKERS CAR CLUB,SMOKER,Y
707 GATO,2,707 HORSPOWER CAT IN SPANISH,707 AREA CODE GATO MEANS CAT,N
BLUE POP,2,BLUE FIAT POP MODEL,BLUE,N
CUZTRUK,2,CAUSE TRUCK,CUZ AS IN CRIP,N
KAWTURD,2,POWERED BY KAWASAKI MOTORS,LOOKS LIKE COW TURD,N
BLULN73,5,THIN BLUE LINE PRO LAW ENFORCEMENT. 73 LUCKY NUMBER,"BLUE LINE, LAW ENFORCEMENT",Y
FLY G65O,7,I'M A G65O PILOT (GULF STREAM 650),BAY AREA AREA CODE. NOT CUSTOMERS AREA CODE,N
STPDBKR,2,no quickweb,stupid biker,N
STY F8ED,3,no quickweb,"stay faded, faded=high",N
DJ BUSH,1,no quickweb,bush=pubic hair. It is his last name,N
NYATYOU,2,no quickweb,pulled because of 'you' … not you?,N
S 4PLAAA,1,no quickweb,foreplay,N
D25O522,6,GRAND DAUGHTERS BIRTHDAY,"WAS A OLD ""TIN"" NUMBER",N
69 VW T2,1,1969 VOLKSWAGEN TYPE 2 (BUS),NO 69 VEHICLE ON RECORD,Y
NATBORN,2,IT MEANS NATURAL BORN,NATURAL BORN COULD THIS OFFEND?,N
STOLITT,2,I GOT SUCHA  GREAT DEAL ON MY CAR…LIKE I STOLE IT!,STOLE IT LIKE THE CAR?,N
G19M69C,7,1969 GMC,1969 GMC. NO 69 GMC ON RECORD,Y
INDICA7,7,NAME,WEED,N
SOMOIST,1,I AM A PROFESSIONAL CAKE DECORATOR,SO MOIST,N
PUGZ818,7,PUG (DOG BREED) 818 IS THE AREA CODE,CUSTOMER'S BURBANK AREA CODE,N
916IPMC,7,IRON PIG LAW ENFORCEMENT MOTORCYCLE CLUB,SACRAMENTO AREA CODE,N
DD WANDA,1,"MY FIRST NAME IS WANDA, NICKNAME IS DEEDEE. ALWAYS GONE BY DDWANDA.",DOUBLE D WANDA. MIDDLE INITIAL IS D.,N
NUG RUN,7,MY CROSS COUNTRY NICKNAME,NUG-WEED,N
BOS PIMP,2,ITS THE NAME OF MY ONLINE COMPANY FROM MTV NETWORKS (PIMP MY RIDE),BOSS PIMP,N
YRAPUNK,2,YOU ARE A PUNK. THIS IS AN ENDEARING TERM IN OUR FAMILY,YOURE A PUNK,N
ARSLYN,2,FIRST NAMES,LOOKS SIMILAR TO ARSEN,N
BLU BSHL,2,BLUE BOMBSHELL,BLUE,N
BLU ZUB,2,BLUE CAR BELONGING TO ZUBIETA FAMILY,BLUE,Y
ZO650 HP,2,MY CAR,650 AREA CODE,N
BOS BLU,2,MY NAME AND MY FAVORITE COLOR,BLUE,N
SCW DRVR,2,SCREW DRIVER,SCREW DRIVER LIKE SCREW YOU DRIVER,N
JT S 69,1,JASON TERAN'S 1969 CAMARO,NO 69 REGISTERED,Y
LVBUG 69,1,I HAVE A 1969 BEETLE THAT I LOVE AND I THINK ITS ONLY PROPER TO HAVE SUCH A BEAUTIFUL PLATE!,NO 69 VW BUT THEY DO HAVE A 1970,N
805SOUL,7,IT’S A KIA SOUL FROM 805 AREA CODE,805 SIMI VALLEY AREA CODE,N
CLETITA,1,DAUGHTERS NICKNAME THE SWEET WAT TO CALL HER,"DOES IT LOOK LIKE ""CLIT""?",N
ASAL42O,7,"ASAL IS SHORTENED FORM OF MY NAME, ALEX SALEEN. 420 IS IN REFERENCE TO MY BIRTHDAY. APRIL 20, 1994",420-WEED. BIRTHDAY CONFIRMED AS 4/20,N
BLUNSTY,7,BLUE NASTY,BLUNTS-WEED,N
CB HASH,7,BREAKFAST DISH,HASH-WEED,N
FOR818B,7,MY NAME AND LAST INITIAL WITH MY AREA CODE,818-CUSTOMERS THOUSAND OAKS AREA CODE,N
LUFWFFE,7,WORLD WAR 2 GERMAN AIR FORCE,LUFTWAFFE WAS THE NAME FOR THE GERMAN AIR FORCE. STARTED BACK UP FOR WW2.,N
4O8 WNSR,7,THE ENGINE WAS A 351 WINDSOR AND WAS REBUILT TO EQUAL A 408 CUBIC INCH WINDSOR. THE PLATE STANDS FOR 408 WINDSOR,408-SAN JOSE AREA CODE,N
5SIX2OG,7,MOTHER AND FATHERS FAVORITE NUMBERS COMBINED,562 IS THE CUSTOMER'S AREA CODE. OG.,N
TJ4O1,7,INITIALS AND HOMETOWN AREA CODE,401 IS THE CUSTOMER'S LONG BEACH AREA CODE,N
AFU G37,3,AMERICAN FILIPINO UNITED. A TRIBUTE OF MY AMERICAN FILIPINO CULTURE AND G37 IS THE MODEL OF MY CAR.,COULDN’T VERIFY AMERICAN FILIPINO UNITED.,N
35OM3,1,350HP M3,3SOME WITH NUMBERS?,N
41FIVIN,7,415 THE AREA CODE FOR SAN FRANCISCO,415IN.. CUSTOMERS SAN FRANCISCO AREA CODE,N
707 OMG,7,MY CAR HAS 707 HORSEPOWER. SO OH MY GOD JUST EMPHASIZES.,707- SANTA ROSA AREA CODE,N
B747 SFO,7,BOEING 747 AIRCRAFT SAN FRANCISCO AIRPORT CODE,747- SAN FERNANDO VALLEY AREA CODE. B747 IS ALSO A PLANE,N
KY ROCK,1,ROCK,KY-JELLY… DOESN'T EXPLAIN KY,N
KY ROCKS,1,ROCK,SAME AS ABOVE,N
ARJ1969,1,ADRIANA RANDY JACOB AND 1969,NO 69 CAR,N
BALI 69,1,"MY WIFE IS FROM INDONESIA AND WE NAMED OUR POOL PLASTERING BUSINESS AFTER OUR FUTURE RETIREMENT HOME WHICH IS IN BALI,INDONESIA.",NO 69 CAR,N
BIHT ME,2,BEAUTIFUL INDEPENDANT HONEST TALENTED MERCIFUL,"BITE ME, A COUPLE ARE OUT & 1 UNACCEPT",N
DEDSPIN,2,SPIRAL A PARACHUTES JUMPER MAKES,DEAD?,Y
FBI BOB,5,IT IS A NICKNAME,FBI=LAW ENFORCEMENT,N
MIYFSAB,3,MY WIFES NAME IS ABBY,MY WIFES A B(ITCH),N
NVRSOBR,2,EACH LETTER REPRESENTS THE FIRST LETTER NAMES OF MY SIBLINGS & PARENTS.,NEVER SOBER (ALWAYS DRUNK),N
OLGY PPN,1,OLD GUY PIMPIN,PIMPIN,N
TLCMBLD,2,TELECOM BUILDER,BLOOD,Y
UKZIOK,2,FAMILY LAST NAME,YOU …SOMETHING? CANT FIND IT OR TRANSLATE IT,Y
38OSLMB,1,YEAR AND MAKE OF VEHICLE,LMB=LICK MY BALLS,Y
PJ$JZZZ,1,PJ LOVES JAZZ,JIZZ,N
HATCAT,1,"THE VEHICLE IS A "" DODGE HELL CAT"", OUR LAST NAME IS HAT.",NO DODGE,Y
ATAXIA3,2,NEUROLOGICAL DISORDER,"IT IS A DISORDER, ATAXIA IS OUT",Y
BALOUCH,1,LAST NAME OF A PERSON,"BALLS, LAST NAME IS BALOCH",Y
BLLNDRT,1,BALL IN DIRT-BASEBALL REFERENCE,BALLIN OR BALLS IN THE DIRT,N
DEAD PR,2,"TRAPSHOOTING: WHEN YOU BREAK BOTH CLAY BIRDS IN A DOUBLES COMPETITION, IT IS CALLED OUT AS A ""DEAD PAIR.""",DEAD PAIR,N
HOLYKAT,1,"ACCORDING TO MERRIAM-WEBSTER: USED AS EXCLAMATION OF SURPRISE, AMAZEMENT, OR BEWILDERMENT. THE PHRASE IS EQUIVALENT TO HOLY COW. TERMS MY GENERATION USED. I WAS BORN IN 1939.",NO CAT CAR,N
ICATSIT,1,I AM A PET SITTER,NO CAT CAR,N
MYPAZZO,2,MY CRAZY,PAZZO=ITALIAN FOR CRAZY OR INSANE,Y
SUZI Q5O,5,MY NAME IS SUSIE AND THIS PLATE IS FOR MY INFINITI Q50,NO INFINITI OR MUSTANG,Y
415YEET,2,SAN FRANCISCO AREA CODE AND A TYPE OF DANCE / SONG,AREA CODE,N
PHOOOBM,2,PHOOO BOOM,"BOOM, EXPLOSION",N
GRANDEB,3,GRAND DEB (NICKNAME,BIG B(ITCH),N
MIMI8O5,2,MY GRANDCHILDREN CALL ME MIMI AND I LIVE IN THE 805 AREA CODE,AREA CODE,N
DUBLE D,1,DOUBLE D,DOUBLE D,N
PINA707,7,LAST NAME AND HORSEPOWER,707 CUSTOMER'S DAVIS AREA CODE,N
BLUIIII,7,BLUE EYES,BLUE,Y
BLU RASP,7,BLUE RASPBERRY,BLUE,Y
BLK4BLU,2,BLACK FOR BLUE,BLUE,N
V 369AAA,2,SOME LUCKY NUMBERS,AREA CODE SANTA ROSA,N
1BLUIGI,2,"IT'S A BLUE ITALIAN CAR, THUS ""BLUIGI.""",BLUE,Y
HITTER,2,TEAM NAME,AS IN HITMAN,N
KANG 559,2,LAST NAME AND AREA CODE (FRESNO),559 AREA CODE FRESNO,N
DF3NS,7,DELTA FORCE 3 NIGHT SQUAD,"""DFENS"" IS CURRENT I WOULD PULL BUT IS MEANING?",N
Z2Z7Z2Z,7,MY FAVORITE LETTER IS Z AND MY FAVORITE NUMBER ARE 2 AND 7,"LOOK A LIKE? ""ZZZZZZZ"" IS CURRENT",N
CASPER3,7,"NICKNAME OF VEHICLE, DUE TO ITS WHITE COLOR AND THE NUMBER 3 INDICATES FAMILY MEMBERS.","LOOK A LIKE? ""CASPERE"" IS CURRENT",N
DATSA69,1,MY CAR IS A 1969 DATSUN ROADSTER,COULDN'T VERIFY 1969 CAR,Y
I SFC415,7,"SAN FRANCISCO, CA AREA CODE",415 IS CUSTOMERS SAN FRAN AREA CODE,N
MACDADY,7,MCLAREN DAD,PIMP. NO MCLAREN FOUND. NOT IN THE NAME.,N
6HELLA9,3,HELLA,COULDN'T VERIFY 1969 CAR,N
BLU WATR,7,BLUE WATER,BLUE,Y
DATS 51O,2,DATSUN 510 CAR,510 AREA CODE,Y
DM NUDES,1,DM NUDES,NUDES,N
GMEESUM,1,GIVE ME SOME,GIVE ME SOME,N
GTTNBLN,1,GETTING BLONDE,GETTING BLOWN,N
LPINCHE,3,THE CHEF,A CURDSE WORD IN SPANISH EL PINCHE,N
QWIK 911,5,MY CAR IS A TURBO PORSCHE 911 AND ITS QUICK,911 EMERGENCY ALSO A PORSCHE,Y
SNKY BKY,1,"SNEAKY BEAKY, COMES FROM A VIDEO GAME CS-GO, MEANS TO SNEAK AROUND.",SNEAKY BECKY,N
5TENDAT,2,DATSUN 510,510 AREA CODE,Y
63 707HP,2,1963 707 HORSE POWER,707 AREA CODE,Y
911,5,THE PLATE WILL GO ON A PORSCHE 911,911 EMERGENCY,Y
BROOD,2,MY DOGS AND CATS ARE MY BROOD,LOOKS LIKE BROAD,Y
SHUTUP#,2,SHUT UP,SHUT UP,N
$BLKBLU,2,COLOR CAR IS,BLUE,N
RDH$CHP,5,REGISTERED DENTAL HYGIENIST LOVES CALIFORNIA HIGHWAY PATROL,CHP CALIFORNIA HIGHWAY PATROL,N
TUNA M,1,NAVY NAME/ CALL SIGN,TUNA,N
666 MB,2,666 (FAVORITE NUMBER) MB (MERCEDES BENZ),666 MARK OF THE BEAST,Y
INSYNR8,2,INCINERATE,TO BURN,N
PC415,2,PACIFIC COAST SAN FRANSISCO AREA CODE,415 AREA CODE,N
1HPYKAT,1,MY WIFES NAME IS KATHY,1 HAPPY KAT,N
ZONA 213,2,MICRO NOT AVAILABLE,AREA CODE,N
WEKTUM#,2,MICRO NOT AVAILABLE,LOOKS AND SOUNDS CLOSE TO REKTUM,N
DK PINK,1,MICRO NOT AVAILABLE,PINK,N
UGLY TIN,2,MICRO NOT AVAILABLE,UGLY,Y
MOTO CZY,2,MICRO NOT AVAILABLE,CRAZY,Y
JCK BOY,7,"THE NAME OF DOG IS JACK, HOWEVER I CALL HIM JACKBOY BECAUSE HE'S MY BOY",JACK BOY IS A NICKNAME FOR A ROBBER,N
LOBO 626,7,WOLF 626 AREA CODE,626 IS CUSTOMERS PASADENA AREA CODE,N
7T3 KTY,1,73 KITTY-CAR IS A 1973 DETOMASO PANTERA (ITALIAN FOR PANTHER),COULDN’T CONFIRM CUSTOMER'S VEHICLE. HOWEVER HE HAS A '73 FORD,Y
UPYUURZ,3,MY FRIEND ALWAYS CALL ME YUUURZ THUMBS UP TO ME,UP YOURS,N
B U C N,2,PITTSBURGH PIRATES BASEBALLS CALLED THE BUCS AND THIS IS THEIR SLOGAN,PITTSBURGH PIRATES,N
RWB CRMZ,1,ROUGH WORLD BECAUSE CASH RULES EVERYTHING AROUND ME,LOOKS LIKE RUBY CREAMS,N
CTCRZY,2,I LOVE CATS SO IT MEANS I'M CAT CRAZY.,CRAZY,N
#JP WVE,2,JEEP WAVE,LOOKS LIKE JAP WAVE,Y
I LIKE PI,1,OUR FAMILY LIKES THE NUMBER PI AS WELL AS PIE,I LIKE PIE,N
REDBULL,2,COLOR OF A BULL,RED BULL,Y
RYNO 619,2,RYNO IS MY NICKNAME FOR RYAN AND 619 IS THE AREA CODE I WAS BORN IN,619 AREA CODE,N
619,2,WEDDING ANNIVERSARY. JUNE 19TH,AREA CODE,N
626,2,"THIS IS MY HOUSE NUMBER IN SINGAPORE, 2ND CHOICE 8686,3RD CHOICE SM66",AREA CODE,N
GRM RPR,2,"PLATE TO MATCH MY CAR, WHICH HAS A ORIGINAL PLATE RPR666",GRIM REAPER,N
BABEBLU,2,WE LOVE OUR NEW BLUE VEHICLE!,BLUE,Y
MEATBLS,1,"NICKNAME FOR MY TWO CHILDREN…AGES 4 & 5. ""MEATBALLS""","SAYS MEATBALLS BUT ""BALLS""?",Y
WRGCOLR,7,"I BOUGHT A JEEP AND IT IS ORANGE AND BLACK-SF GIANT COLORS. IM A DIEHARD LA DODGERS FAN. SO THE PLATE MEANS THAT PAINT IS WRONG COLOR, SHOULD BE BLUE AND WHITE",WRONG COLOR,N
MATT5,7,MY NAME IS MATHEW AND THIS IS MY 5TH CAR,"5 FOR A S? ""MATTS"" IS CURRENT AND HIS NAME IS MATTHEW.",N
HOOKER,1,LAST NAME,CUSTOMERS LAST NAME,N
GIGGITY,1,JUST A FUNNY WORD,INNUENDO FROM FAMILY GUY,N
LNX BOFH,7,LINUX BASTARD OPERATOR FROM HELL,CUSTOMER'S MEANING IN APPROPRIATE?,N
RDROCKR,7,RED ROCKER,ROAD ROCKER? RED ROCKER?,Y
SURF76O,7,SURF PLUS 760 PHONE AREA CODE,CUSTOMERS OCEANSIDE AREA CODE,N
TBAG111,1,T STANDS FOR TRAVIS (CUSTOMERS NAME). THE BAG PORTION COMES FROM THE WORD SANDBAGGING WHICH IS A RACING TERM WHICH MEANS ENTERING A CLASS LOWER THAT YOUR SKILL LEVEL. 11 IS MY RACING NUMBER.,TBAG,N
MS$BOX,1,PET NAME,MS BOX,N
MYSF76O,7,MY SAN FRANCISCO TAXI NUMBER,76O CA AREA CODE,N
